backbone,seed,epoch,id_val_acc,msp_auroc
regnet_y_3_2gf,44,1,0.9884982121573301,0.8218366850192599
regnet_y_3_2gf,44,2,0.9923420738974971,0.797554016584514
regnet_y_3_2gf,44,3,0.9928784266984505,0.7862010847809425
regnet_y_3_2gf,44,4,0.9946364719904648,0.8274812833271763
regnet_y_3_2gf,44,5,0.9955303933253874,0.8327579531749765
regnet_y_3_2gf,44,6,0.9960071513706794,0.801025065496496
regnet_y_3_2gf,44,7,0.9957687723480334,0.8177331579127478
regnet_y_3_2gf,44,8,0.9959177592371872,0.8466581400309579
regnet_y_3_2gf,44,9,0.9960667461263408,0.8318463112041589
regnet_y_3_2gf,44,10,0.9965137067938021,0.835951845378858
