backbone,seed,epoch,id_val_acc,msp_auroc
efficientnet_v2_s,44,1,0.9871573301549463,0.7944852648543856
efficientnet_v2_s,44,2,0.989481525625745,0.7849553463588006
efficientnet_v2_s,44,3,0.9924016686531585,0.7743080832991383
efficientnet_v2_s,44,4,0.9902562574493444,0.8570820208506393
efficientnet_v2_s,44,5,0.9950834326579261,0.7870833928668971
efficientnet_v2_s,44,6,0.9914183551847437,0.8051896400220031
efficientnet_v2_s,44,7,0.9905244338498213,0.8146222894559896
efficientnet_v2_s,44,8,0.9921036948748511,0.8050341356790146
efficientnet_v2_s,44,9,0.9969606674612634,0.8080592910433988
efficientnet_v2_s,44,10,0.9935041716328963,0.7933143050493646
