split,n_samples,logit_norm_mean,logit_norm_std,logit_norm_median,cvid_logit_norm,logit_gap_mean,logit_gap_std,feature_silhouette_cosine,silhouette_n_id,silhouette_n_ood,silhouette_perm_p_value,silhouette_perm_null_mean,silhouette_perm_null_std,cvid_gap_vs_id,logit_norm_mean_gap_vs_id,logit_gap_mean_gap_vs_id,cvid_gap_vs_id_CI_low,cvid_gap_vs_id_CI_high,logit_gap_mean_gap_vs_id_CI_low,logit_gap_mean_gap_vs_id_CI_high
ID,33560,7.885798403497583,2.182022861977288,8.011430525824357,0.25574740581747846,11.175771567374966,2.858647338837635,0.22415655043959196,2500,2500,0.000999000999000999,3.314840914307492e-06,0.0003367355880740864,0.0,0.0,0.0,,,,
OOD,85054,4.3711921834440215,2.4501536996879256,4.467271148236668,0.5124564032839253,6.106385727867621,3.13191551912916,0.22415655043959196,2500,2500,0.000999000999000999,3.314840914307492e-06,0.0003367355880740864,0.2567089974664468,-3.5146062200535617,-5.069385839507345,0.2528784011259339,0.26030899471369745,-5.1075654463364195,-5.029182353795781
