backbone,seed,epoch,id_val_acc,msp_auroc
resnet18,44,1,0.9868891537544696,0.683590231521709
resnet18,44,2,0.9876638855780692,0.669809515671079
resnet18,44,3,0.9915673420738975,0.5747386125628441
resnet18,44,4,0.9893623361144219,0.5139742786416863
resnet18,44,5,0.9921334922526818,0.6005700646449021
resnet18,44,6,0.9926102502979738,0.7693927163793272
resnet18,44,7,0.9941895113230036,0.5843626140000016
resnet18,44,8,0.9948748510131108,0.4330857521827331
resnet18,44,9,0.9953814064362336,0.4675910971429971
resnet18,44,10,0.9955303933253874,0.6007479595869446
