backbone,seed,epoch,id_val_acc,msp_auroc
resnet50,44,1,0.9847735399284863,0.6541722552661138
resnet50,44,2,0.9887067938021454,0.8413816663706571
resnet50,44,3,0.9873659117997616,0.6164824986877158
resnet50,44,4,0.9888855780691299,0.5955975351689216
resnet50,44,5,0.9919249106078665,0.7038130242182538
resnet50,44,6,0.9913289630512515,0.6411351813009323
resnet50,44,7,0.9921930870083433,0.6905894439059721
resnet50,44,8,0.9946066746126341,0.6510160806345198
resnet50,44,9,0.9948748510131108,0.5643916365423096
resnet50,44,10,0.9953516090584028,0.6192398922728835
