backbone,seed,epoch,id_val_acc,msp_auroc
mobilenet_v3_large,44,1,0.9902860548271752,0.8471494681511035
mobilenet_v3_large,44,2,0.9921334922526818,0.7928641396941318
mobilenet_v3_large,44,3,0.9937127532777116,0.7883885871369443
mobilenet_v3_large,44,4,0.9937723480333731,0.7706358833438858
mobilenet_v3_large,44,5,0.9953516090584028,0.8189503459738527
mobilenet_v3_large,44,6,0.9953516090584028,0.8379711716062428
mobilenet_v3_large,44,7,0.9956793802145412,0.7711875412221467
mobilenet_v3_large,44,8,0.9959773539928486,0.7946414201194709
mobilenet_v3_large,44,9,0.9953516090584028,0.812387563192344
mobilenet_v3_large,44,10,0.9964243146603099,0.8147695642588753
