backbone,seed,epoch,id_val_acc,msp_auroc
densenet121,44,1,0.9866507747318236,0.7963630936504112
densenet121,44,2,0.9908820023837902,0.855518341667425
densenet121,44,3,0.9915673420738975,0.8273548476655915
densenet121,44,4,0.9926698450536353,0.8817509891283257
densenet121,44,5,0.992699642431466,0.6550958322684324
densenet121,44,6,0.9934445768772348,0.9118852415655281
densenet121,44,7,0.9948450536352801,0.8812504734775101
densenet121,44,8,0.9943682955899881,0.8459485541934195
densenet121,44,9,0.9957091775923719,0.836172792441501
densenet121,44,10,0.9959773539928486,0.8676821619500903
