backbone,arch,seed,train_frac,ood_split,mahalanobis_auroc,msp_auroc,auroc_delta_maha_minus_msp,cvid_gap_vs_id,cvid_gap_vs_id_CI_low,cvid_gap_vs_id_CI_high,logit_gap_mean_gap_vs_id,logit_gap_mean_gap_vs_id_CI_low,logit_gap_mean_gap_vs_id_CI_high,feature_silhouette_cosine,silhouette_perm_p_value,n_id,n_ood,logit_gap_estimator,cvid_status,input_size
resnet18,resnet18,44,1.0,test,0.8778437583003078,0.6007479595869446,0.2770957987133632,0.0700183676057681,0.0665791511873287,0.073247140148888,-1.3936307785462478,-1.4373613985576488,-1.3464309503119751,0.336907597585953,0.0009990009990009,33560,85054,trim_1pct,appendix,224
densenet121,densenet121,44,1.0,test,0.9892733233935402,0.8676821619500903,0.1215911614434499,0.2567089974664468,0.2528784011259339,0.2603089947136974,-5.069385839507345,-5.10756544633642,-5.029182353795781,0.2241565504395919,0.0009990009990009,33560,85054,trim_1pct,appendix,224
resnet50,resnet50,44,1.0,test,0.9740168955063058,0.6192398922728835,0.3547770032334223,0.3361342448771571,0.3320250890923393,0.3398449967924881,-1.8239459826277395,-1.882220398586654,-1.7626565097253073,0.2839540576267764,0.0009990009990009,33560,85054,trim_1pct,appendix,224
effb3,effb3,44,1.0,test,0.7963103249935617,0.6434150573149168,0.1528952676786449,0.3545664943067008,0.3502381907434163,0.3583045626450259,-2.573956261821301,-2.634825218532649,-2.508635887993405,0.2488763878601966,0.0009990009990009,33560,85054,trim_1pct,appendix,300
mobilenet_v3_large,mobilenet_v3_large,44,1.0,test,0.9299145487128376,0.8147695642588753,0.1151449844539622,-0.0628271078337794,-0.0683143934275096,-0.0576135602779631,-11.375676975217464,-11.50842506988328,-11.233573516729114,0.2278860341602649,0.0009990009990009,33560,85054,trim_1pct,appendix,224
regnet_y_3_2gf,regnet_y_3_2gf,44,1.0,test,0.9531626461915677,0.835951845378858,0.1172108008127096,-0.0650797848363661,-0.0703313794284858,-0.0601458789586327,-11.366015929820312,-11.503476056194808,-11.23386458865395,0.2356382638754461,0.0009990009990009,33560,85054,trim_1pct,appendix,224
efficientnet_v2_s_224,efficientnet_v2_s,44,1.0,test,0.8563945898368205,0.8080592910433988,0.0483352987934216,0.2406117506416029,0.236522435327709,0.244567643402178,-6.174742284019565,-6.234841073713243,-6.114087068269109,0.1775136286600768,0.0009990009990009,33560,85054,trim_1pct,appendix,224
convnext_tiny,convnext_tiny,44,1.0,test,0.9024934674467344,0.8032355573489273,0.09925791009780716,0.18514907900148375,0.18131913596506183,0.18874230465754735,-2.365052487797337,-2.390097531490309,-2.337543963657429,0.09329895214901641,0.000999000999000999,33560,85054,trim_1pct,appendix,224
