backbone,seed,epoch,id_val_acc,msp_auroc
convnext_tiny,44,1,0.9892729439809297,0.7020390393925721
convnext_tiny,44,2,0.990911799761621,0.7334708833087122
convnext_tiny,44,3,0.9931168057210965,0.7420973399763728
convnext_tiny,44,4,0.9920738974970202,0.763249103955636
convnext_tiny,44,5,0.9943682955899881,0.7004220734073086
convnext_tiny,44,6,0.9938915375446961,0.7292632908202495
convnext_tiny,44,7,0.9952324195470799,0.8114874968095008
convnext_tiny,44,8,0.9952324195470799,0.7729702320432874
convnext_tiny,44,9,0.9965435041716328,0.804631227863569
convnext_tiny,44,10,0.9966328963051252,0.8032355573489273
