backbone,seed,epoch,id_val_acc,msp_auroc
resnet18,43,1,0.9821513706793802,0.8059327082341827
resnet18,43,2,0.9871573301549463,0.7854281111126402
resnet18,43,3,0.9859058402860549,0.7764181965181034
resnet18,43,4,0.9911203814064362,0.6839090579292079
resnet18,43,5,0.991746126340882,0.7705203066604002
resnet18,43,6,0.9927294398092967,0.7151416934086579
resnet18,43,7,0.9930572109654351,0.6553035386016983
resnet18,43,8,0.9946662693682956,0.6336267956165995
resnet18,43,9,0.9953218116805721,0.6935498766639256
resnet18,43,10,0.9957091775923719,0.7123386473426838
