backbone,seed,epoch,id_val_acc,msp_auroc
mobilenet_v3_large,43,1,0.9890345649582837,0.8091299799429112
mobilenet_v3_large,43,2,0.9925804529201431,0.7948749112707
mobilenet_v3_large,43,3,0.9910905840286055,0.7859122051690753
mobilenet_v3_large,43,4,0.9945768772348034,0.7804199592417668
mobilenet_v3_large,43,5,0.9952324195470799,0.7823056218747155
mobilenet_v3_large,43,6,0.9955005959475566,0.7693082769291936
mobilenet_v3_large,43,7,0.9954410011918952,0.7723161896895453
mobilenet_v3_large,43,8,0.9962753277711561,0.7363131159008764
mobilenet_v3_large,43,9,0.9964839094159714,0.7271125315802317
mobilenet_v3_large,43,10,0.9967818831942789,0.7276568737667688
