backbone,seed,epoch,id_val_acc,msp_auroc
effb3,43,1,0.991865315852205,0.728704814550543
effb3,43,2,0.9914183551847437,0.7032955362467196
effb3,43,3,0.9928486293206198,0.7232009110569116
effb3,43,4,0.9925506555423123,0.8375248781514475
effb3,43,5,0.9932955899880811,0.7608841121701468
effb3,43,6,0.9949046483909416,0.7631127240401688
effb3,43,7,0.9955005959475566,0.7643162388835609
effb3,43,8,0.9961561382598332,0.7310925295779982
effb3,43,9,0.9955601907032181,0.7852208947226208
effb3,43,10,0.9959773539928486,0.7909249993266565
