backbone,seed,epoch,id_val_acc,msp_auroc
efficientnet_v2_s,43,1,0.9899284862932062,0.8685969063109118
efficientnet_v2_s,43,2,0.9922526817640047,0.8365299036133619
efficientnet_v2_s,43,3,0.9938617401668653,0.7072923264931067
efficientnet_v2_s,43,4,0.9941299165673421,0.8318641199492613
efficientnet_v2_s,43,5,0.9951132300357568,0.771804536894783
efficientnet_v2_s,43,6,0.9959177592371872,0.8172668293350649
efficientnet_v2_s,43,7,0.9966328963051252,0.7766080990109544
efficientnet_v2_s,43,8,0.9969010727056019,0.7375202821089359
efficientnet_v2_s,43,9,0.9969010727056019,0.7439854635362692
efficientnet_v2_s,43,10,0.9971096543504172,0.7438826052329428
