backbone,seed,epoch,id_val_acc,msp_auroc
convnext_tiny,43,1,0.9842669845053635,0.610646200669319
convnext_tiny,43,2,0.9917759237187127,0.6839129822047008
convnext_tiny,43,3,0.9931168057210965,0.7290776335095872
convnext_tiny,43,4,0.9932359952324196,0.7094822787405087
convnext_tiny,43,5,0.9935935637663885,0.748907477708966
convnext_tiny,43,6,0.9949344457687723,0.6972856585354328
convnext_tiny,43,7,0.9957389749702026,0.7445852663524173
convnext_tiny,43,8,0.9954112038140643,0.7639986037896194
convnext_tiny,43,9,0.9960965435041716,0.8228700825287942
convnext_tiny,43,10,0.9966328963051252,0.7994382454722098
