backbone,seed,epoch,id_val_acc,msp_auroc
resnet50,43,1,0.98373063170441,0.8057536678724444
resnet50,43,2,0.9857866507747318,0.76475636399317
resnet50,43,3,0.988528009535161,0.7427183149270689
resnet50,43,4,0.9897794994040524,0.8553886062021652
resnet50,43,5,0.990315852205006,0.7338177841473942
resnet50,43,6,0.991388557806913,0.5569469030163632
resnet50,43,7,0.9929976162097736,0.6562457756627333
resnet50,43,8,0.9941299165673421,0.6779242559582073
resnet50,43,9,0.9949344457687723,0.6402149631337063
resnet50,43,10,0.9951728247914183,0.6208864186344717
