domain,model,ood_auroc,coverage_at_risk10,aurc,full_risk,n
midog,convnext_tiny,0.5206071680745672,0.7095899695018638,0.06298094376535357,0.19823788546255505,5902
midog,densenet121,0.4465772963719503,0.08759742460182988,0.13015420751998358,0.21856997627922736,5902
midog,effb3,0.4856791066840736,0.7123009149440868,0.06164458420572833,0.19484920365977632,5902
midog,efficientnet_v2_s_224,0.49312138096208863,0.7609284988139614,0.05553175297443421,0.17468654693324293,5902
midog,mobilenet_v3_large,0.46925412548383216,0.6421552016265673,0.08042224952904978,0.20670958996950184,5902
midog,regnet_y_3_2gf,0.5531857659163415,0.5542189088444595,0.0993040760445825,0.20992883768214166,5902
midog,resnet18,0.437998936142924,0.44222297526262283,0.11299302158016794,0.23161640121992544,5902
midog,resnet50,0.5124496929260255,0.16621484242629617,0.12260712810485112,0.2134869535750593,5902
