backbone,seed,epoch,id_val_acc,msp_auroc
mobilenet_v3_large,46,1,0.9908224076281287,0.7848527991527952
mobilenet_v3_large,46,2,0.9919249106078665,0.8110548417141037
mobilenet_v3_large,46,3,0.9941001191895114,0.7530821042163132
mobilenet_v3_large,46,4,0.9938319427890345,0.7113326267477049
mobilenet_v3_large,46,5,0.9953218116805721,0.706374626007069
mobilenet_v3_large,46,6,0.9955005959475566,0.7735118479242508
mobilenet_v3_large,46,7,0.9961263408820024,0.7277334163197114
mobilenet_v3_large,46,8,0.9964541120381406,0.7322222882564433
mobilenet_v3_large,46,9,0.9964243146603099,0.7428707086471855
mobilenet_v3_large,46,10,0.9967222884386174,0.7451638388784375
