backbone,seed,epoch,id_val_acc,msp_auroc
convnext_tiny,46,1,0.9867699642431466,0.6420345040981186
convnext_tiny,46,2,0.9896603098927295,0.7002372097801822
convnext_tiny,46,3,0.9935637663885578,0.8029905069002927
convnext_tiny,46,4,0.9928486293206198,0.6919724324752755
convnext_tiny,46,5,0.993414779499404,0.7198535320882733
convnext_tiny,46,6,0.9949046483909416,0.7112284441787567
convnext_tiny,46,7,0.9956197854588796,0.7307425634848035
convnext_tiny,46,8,0.9963945172824792,0.7143315698856447
convnext_tiny,46,9,0.9960667461263408,0.7839335524640267
convnext_tiny,46,10,0.9966924910607866,0.7847173698708636
