backbone,seed,epoch,id_val_acc,msp_auroc
effb3,46,1,0.991746126340882,0.670695404529235
effb3,46,2,0.9923718712753278,0.7156793440249541
effb3,46,3,0.9927890345649583,0.6644309914043811
effb3,46,4,0.9938021454112038,0.7246334315396574
effb3,46,5,0.9942789034564958,0.6498763100875716
effb3,46,6,0.9949642431466031,0.7893001905709316
effb3,46,7,0.9952324195470799,0.6643040512606546
effb3,46,8,0.9957985697258641,0.8154137721887011
effb3,46,9,0.9959177592371872,0.7325333092041393
effb3,46,10,0.9961859356376639,0.6780964463983661
