backbone,seed,epoch,id_val_acc,msp_auroc
densenet121,46,1,0.9874851013110846,0.794871053558823
densenet121,46,2,0.9892133492252682,0.8250459359016762
densenet121,46,3,0.9920738974970202,0.7852143776191205
densenet121,46,4,0.9922526817640047,0.7811214961368019
densenet121,46,5,0.9930870083432658,0.7335701625915113
densenet121,46,6,0.9934445768772348,0.8283376286250791
densenet121,46,7,0.9949940405244339,0.8215637544001002
densenet121,46,8,0.9954707985697259,0.8327759174687395
densenet121,46,9,0.9960071513706794,0.8086977265063858
densenet121,46,10,0.9963647199046484,0.8260527883666866
