backbone,arch,seed,train_frac,ood_split,mahalanobis_auroc,msp_auroc,auroc_delta_maha_minus_msp,cvid_gap_vs_id,cvid_gap_vs_id_CI_low,cvid_gap_vs_id_CI_high,logit_gap_mean_gap_vs_id,logit_gap_mean_gap_vs_id_CI_low,logit_gap_mean_gap_vs_id_CI_high,feature_silhouette_cosine,silhouette_perm_p_value,n_id,n_ood,logit_gap_estimator,cvid_status,input_size
resnet18,resnet18,46,1.0,test,0.9132590177303892,0.5810946920196783,0.3321643257107108,0.3031520204366342,0.2994591269135734,0.3069291563922385,-0.6447740700714846,-0.7021104922281262,-0.590155639599895,0.2757500348564099,0.0009990009990009,33560,85054,trim_1pct,appendix,224
densenet121,densenet121,46,1.0,test,0.9891053637718424,0.8260527883666866,0.1630525754051559,0.1762198361976215,0.1725276658554339,0.1798331048425987,-3.499697870325037,-3.5309143953904214,-3.464419261908821,0.2475766432417213,0.0009990009990009,33560,85054,trim_1pct,appendix,224
resnet50,resnet50,46,1.0,test,0.915932897800354,0.6610745522517799,0.2548583455485742,0.2208761132670667,0.2172044670788044,0.2246645426881623,-2.406729491149324,-2.4526043160365103,-2.3612330447856555,0.1006491558041432,0.0009990009990009,33560,85054,trim_1pct,appendix,224
effb3,effb3,46,1.0,test,0.8089640636490545,0.6780964463983661,0.1308676172506884,0.4065332751813565,0.40241731714452,0.4106361012413504,-3.3142810637673694,-3.373216495765628,-3.2568781051875573,0.2212785558903017,0.0009990009990009,33560,85054,trim_1pct,appendix,300
mobilenet_v3_large,mobilenet_v3_large,46,1.0,test,0.8469589037006091,0.7451638388784375,0.1017950648221716,0.192569843753306,0.1844210254390262,0.2007332575755422,-8.572467770469974,-8.74581238403578,-8.410089331388297,0.1547227286634927,0.0009990009990009,33560,85054,trim_1pct,appendix,224
regnet_y_3_2gf,regnet_y_3_2gf,46,1.0,test,0.9623083467088832,0.7239540559495359,0.2383542907593474,0.0364001951310997,0.0314040524829035,0.0421331245871296,-9.468757614831144,-9.61753682136314,-9.33080324213856,0.2183020630127509,0.0009990009990009,33560,85054,trim_1pct,appendix,224
efficientnet_v2_s_224,efficientnet_v2_s,46,1.0,test,0.8936434411099639,0.8352565162416765,0.0583869248682873,0.1386034879323581,0.1340942494383302,0.1431989669981699,-6.910545904239534,-6.9849783780103465,-6.841437455276912,0.2104826829521068,0.0009990009990009,33560,85054,trim_1pct,appendix,224
convnext_tiny,convnext_tiny,46,1.0,test,0.8991967840286446,0.7847173698708636,0.11447941415778096,0.1768698559947951,0.1733857365922221,0.18024489094231072,-2.498124259374663,-2.523673175982399,-2.470267096517582,0.09691705048175053,0.000999000999000999,33560,85054,trim_1pct,appendix,224
