backbone,seed,epoch,id_val_acc,msp_auroc
regnet_y_3_2gf,46,1,0.9882300357568534,0.754163682573054
regnet_y_3_2gf,46,2,0.993414779499404,0.7687472251730535
regnet_y_3_2gf,46,3,0.9939809296781883,0.7488959149082124
regnet_y_3_2gf,46,4,0.9945768772348034,0.7535406028107559
regnet_y_3_2gf,46,5,0.9952920143027414,0.7612205970291103
regnet_y_3_2gf,46,6,0.9956495828367103,0.7715109296896794
regnet_y_3_2gf,46,7,0.9960071513706794,0.7267199229078418
regnet_y_3_2gf,46,8,0.9961561382598332,0.7140665055093793
regnet_y_3_2gf,46,9,0.9964839094159714,0.7250259251270588
regnet_y_3_2gf,46,10,0.9967818831942789,0.7239540559495359
