backbone,seed,train_frac,ood_split,mahalanobis_auroc,msp_auroc,auroc_delta_maha_minus_msp,cvid_gap_vs_id,cvid_gap_vs_id_CI_low,cvid_gap_vs_id_CI_high,logit_gap_mean_gap_vs_id,logit_gap_mean_gap_vs_id_CI_low,logit_gap_mean_gap_vs_id_CI_high,feature_silhouette_cosine,silhouette_perm_p_value,n_id,n_ood,logit_gap_estimator,cvid_status
resnet18,42,0.05,test,0.910625741816466,0.7847266977106293,0.1258990441058366,0.1583987706249668,0.1538664225016782,0.1631155816823401,-5.435292355367545,-5.497427623891271,-5.372975050910998,0.1556938984250321,0.0009990009990009,33560,85054,trim_1pct,appendix_raw_untrimmed
resnet50,42,0.05,test,0.934972357041182,0.7737481936035981,0.1612241634375838,0.0511847697159776,0.0469168010984501,0.0556365808589754,-5.680965596875731,-5.748632153009449,-5.611501358995722,0.1405142670147503,0.0009990009990009,33560,85054,trim_1pct,appendix_raw_untrimmed
effb3,42,0.05,test,0.8324856484289739,0.693785727495339,0.1386999209336349,12.170915128954508,11.184927934902634,13.307277783544626,-2.1017418739307807,-2.3531532987617827,-1.8080648527867649,0.0896784031062736,0.0009990009990009,33560,85054,trim_1pct,appendix_raw_untrimmed
