backbone,seed,epoch,id_val_acc,msp_auroc
densenet121,45,1,0.9893921334922526,0.7716848872186731
densenet121,45,2,0.9902562574493444,0.7818852969884965
densenet121,45,3,0.9915971394517282,0.7382502593598744
densenet121,45,4,0.9914779499404053,0.7749293882652353
densenet121,45,5,0.9930870083432658,0.8935224144428416
densenet121,45,6,0.9949046483909416,0.6430088111589656
densenet121,45,7,0.9958283671036948,0.7584522239506652
densenet121,45,8,0.9954410011918952,0.8836186266844204
densenet121,45,9,0.9960965435041716,0.8450359015066443
densenet121,45,10,0.9959773539928486,0.8478540937730845
