backbone,arch,seed,train_frac,ood_split,mahalanobis_auroc,msp_auroc,auroc_delta_maha_minus_msp,cvid_gap_vs_id,cvid_gap_vs_id_CI_low,cvid_gap_vs_id_CI_high,logit_gap_mean_gap_vs_id,logit_gap_mean_gap_vs_id_CI_low,logit_gap_mean_gap_vs_id_CI_high,feature_silhouette_cosine,silhouette_perm_p_value,n_id,n_ood,logit_gap_estimator,cvid_status,input_size
resnet18,resnet18,45,1.0,test,0.9488873826788242,0.5239474563421855,0.4249399263366387,0.1470116943193274,0.1435592147630644,0.1506763038358953,-0.3087595794311113,-0.358093048471477,-0.2637859413904626,0.3213285662556709,0.0009990009990009,33560,85054,trim_1pct,appendix,224
resnet50,resnet50,45,1.0,test,0.9793176883588476,0.5153708330510802,0.4639468553077674,0.3337515593016177,0.3296694231928915,0.338247042397912,-0.1573935175461276,-0.2171180952654484,-0.0967651419155639,0.2719404499270492,0.0009990009990009,33560,85054,trim_1pct,appendix,224
densenet121,densenet121,45,1.0,test,0.9882966790739378,0.8450359015066443,0.1432607775672935,0.2302559154145446,0.2264522218767835,0.2339992889754542,-4.611469818383099,-4.651148725201742,-4.571179132679927,0.1893469425881966,0.0009990009990009,33560,85054,trim_1pct,appendix,224
effb3,effb3,45,1.0,test,0.9534592869458828,0.8175749978566516,0.1358842890892311,0.2613441252843102,0.2573440351962039,0.2652378943196242,-5.363070591315678,-5.414634306078426,-5.311796756121495,0.2319237545802625,0.0009990009990009,33560,85054,trim_1pct,appendix,300
mobilenet_v3_large,mobilenet_v3_large,45,1.0,test,0.8739570823168836,0.7801318612268843,0.0938252210899993,0.4722431196978522,0.4632046214307078,0.4813185915092408,-8.791490104880333,-8.984978440446358,-8.608774186977845,0.1329274607386446,0.0009990009990009,33560,85054,trim_1pct,appendix,224
regnet_y_3_2gf,regnet_y_3_2gf,45,1.0,test,0.9689475524039934,0.8295360226243985,0.1394115297795949,-0.006971292513616,-0.0125651275892812,-0.0013177596191517,-13.07738417663522,-13.239395628905395,-12.921156690228097,0.2276420422327447,0.0009990009990009,33560,85054,trim_1pct,appendix,224
efficientnet_v2_s_224,efficientnet_v2_s,45,1.0,test,0.8791048541748125,0.8461846012123322,0.0329202529624803,0.1379028717465256,0.1338714845932795,0.1423620119921229,-7.042189696438436,-7.11004077990756,-6.969900875537888,0.1303346657073069,0.0009990009990009,33560,85054,trim_1pct,appendix,224
convnext_tiny,convnext_tiny,45,1.0,test,0.9064141637439167,0.7640958159218096,0.14231834782210706,0.21200781177962513,0.2082460336172315,0.21555804816298707,-2.5983155216664375,-2.6266418175717106,-2.568754567320323,0.07566627520863449,0.000999000999000999,33560,85054,trim_1pct,appendix,224
