backbone,seed,epoch,id_val_acc,msp_auroc
resnet50,45,1,0.9884982121573301,0.7658883856593888
resnet50,45,2,0.9889749702026222,0.6708836205102596
resnet50,45,3,0.9898390941597139,0.7841382820023222
resnet50,45,4,0.9885578069129917,0.5816555637037206
resnet50,45,5,0.9924016686531585,0.5554513189377299
resnet50,45,6,0.9910905840286055,0.701092787494493
resnet50,45,7,0.9932955899880811,0.6288004062090204
resnet50,45,8,0.9945768772348034,0.6139535335652848
resnet50,45,9,0.9949344457687723,0.47817380996096065
resnet50,45,10,0.9955005959475566,0.5153708330510802
