backbone,seed,epoch,id_val_acc,msp_auroc
resnet18,45,1,0.9843563766388558,0.8299202486603687
resnet18,45,2,0.9889451728247914,0.766212755414754
resnet18,45,3,0.9897794994040524,0.8413835527484985
resnet18,45,4,0.9913587604290822,0.7497158835403537
resnet18,45,5,0.9910905840286055,0.4543814841545102
resnet18,45,6,0.9930572109654351,0.5847516757075005
resnet18,45,7,0.9935935637663885,0.5874553175963119
resnet18,45,8,0.9932657926102503,0.47545168440701474
resnet18,45,9,0.9950238379022646,0.5016226231919465
resnet18,45,10,0.9957091775923719,0.5239474563421855
