backbone,seed,epoch,id_val_acc,msp_auroc
effb3,45,1,0.9918951132300358,0.6470368281492515
effb3,45,2,0.9914779499404053,0.6919770526908895
effb3,45,3,0.9942491060786651,0.7176792275456331
effb3,45,4,0.9937127532777116,0.7490665498617677
effb3,45,5,0.9945172824791418,0.7650966359715442
effb3,45,6,0.9945172824791418,0.7469019187641937
effb3,45,7,0.9932955899880811,0.7389029394366666
effb3,45,8,0.9961263408820024,0.7880183765958066
effb3,45,9,0.9964541120381406,0.8175749978566516
effb3,45,10,0.9964541120381406,0.8095084596119865
