backbone,seed,epoch,id_val_acc,msp_auroc
efficientnet_v2_s,45,1,0.9892729439809297,0.7855034641036993
efficientnet_v2_s,45,2,0.9918057210965435,0.7921457893552194
efficientnet_v2_s,45,3,0.9938021454112038,0.814189792536764
efficientnet_v2_s,45,4,0.9925208581644815,0.7362965126578913
efficientnet_v2_s,45,5,0.9950536352800954,0.8160394817393299
efficientnet_v2_s,45,6,0.9952324195470799,0.817837951465623
efficientnet_v2_s,45,7,0.9964839094159714,0.8186709858348982
efficientnet_v2_s,45,8,0.9968116805721097,0.8232855498475581
efficientnet_v2_s,45,9,0.9970500595947557,0.8461846012123322
efficientnet_v2_s,45,10,0.9970500595947557,0.8655425021930259
