backbone,seed,epoch,id_val_acc,msp_auroc
regnet_y_3_2gf,45,1,0.991388557806913,0.7844610330356487
regnet_y_3_2gf,45,2,0.9933253873659118,0.8358865744984334
regnet_y_3_2gf,45,3,0.9923122765196662,0.8223806020744923
regnet_y_3_2gf,45,4,0.9947556615017878,0.8222600967055831
regnet_y_3_2gf,45,5,0.9952026221692492,0.8558956503423625
regnet_y_3_2gf,45,6,0.9953218116805721,0.8339350277239562
regnet_y_3_2gf,45,7,0.9961561382598332,0.8311691162731281
regnet_y_3_2gf,45,8,0.9961263408820024,0.8176856532117449
regnet_y_3_2gf,45,9,0.9965435041716328,0.8314645002012744
regnet_y_3_2gf,45,10,0.9966626936829559,0.8295360226243985
