backbone,seed,epoch,id_val_acc,msp_auroc
resnet50,42,1,0.9851311084624553,0.5947938590327794
resnet50,42,2,0.9847735399284863,0.6679107149568557
resnet50,42,3,0.9878128724672229,0.6800046539528571
resnet50,42,4,0.9900476758045292,0.5564459221209057
resnet50,42,5,0.9910905840286055,0.5860605949125275
resnet50,42,6,0.9918057210965435,0.624180944690736
resnet50,42,7,0.9924314660309893,0.6563398071050872
resnet50,42,8,0.9928486293206198,0.5558297930014482
resnet50,42,9,0.9939809296781883,0.5692616985134565
resnet50,42,10,0.9946364719904648,0.5925623062771059
