N_train,AUROC,FPR95
100,0.8827319994408294,0.44995648389904264
500,0.9316977592590087,0.31157528285465624
1000,0.9213508480002885,0.3533507397737163
2500,0.928602028346343,0.34986945169712796
5000,0.9353526607953752,0.3202785030461271
