domain,backbone,probe_auroc,maha_auroc,msp_auroc,knn_auroc,mean_shift,maha_mean_shift,pct_shift_in_top5_eigenspace
skin_isic_pad,resnet18,0.9975008235608586,0.934750650486794,0.7358076633432089,0.8618623087433542,0.3222933892870024,8.425417208144157,62.91150869420497
skin_isic_pad,resnet50,0.999886145987012,0.9665692627515704,0.6975676077869019,0.9004112609748509,0.3068787932457883,13.634666661950256,34.98251090278382
skin_isic_pad,effb3,0.9993998788403596,0.9510207118602796,0.70330925292099,0.896019065914492,0.39295076186301897,10.607920752545583,53.47981329347024
camelyon17,resnet18,0.999908,0.9557756731031954,0.5743335363500264,0.9355794932409622,0.6495792329747314,26.74516347466073,84.59684138480891
camelyon17,resnet50,0.999999,0.8955319391777833,0.5149744715920921,0.8660602944303518,0.6075269581347779,41.64738369104559,85.93910934099388
camelyon17,effb3,0.9998462,0.8851933435164921,0.8025890589300444,0.9337817511600918,0.6101637122256033,50.430378813486136,82.64646160783936
midog,resnet18,1.0,0.7326721578612693,0.4379989361429241,0.684021960278169,0.2987561181296237,11.419295950914144,40.41466226511004
midog,resnet50,0.9985340392156864,0.5876932797444583,0.5336022902628725,0.5839414284576367,0.17840507750369886,5.4588988436443,44.39055463267642
midog,effb3,0.999524862745098,0.6730738854139525,0.4856791066840736,0.6433027631932453,0.2191405199211084,7.648045047675396,11.79464591921294
