domain,backbone,cvid_gap_new,logit_gap_new,cvid_gap_CI_low,cvid_gap_CI_high,logit_gap_CI_low,logit_gap_CI_high,silhouette,cvid_gap_old,logit_gap_old,cvid_delta,logit_gap_delta
skin,resnet18,-0.12041087099251191,-2.584519909262405,-0.19559535264846292,-0.02196196669231925,-3.108373059093546,-2.117145751290253,0.15530284177848838,0.1677759854251458,-2.551773240920133,-0.28818685641765773,-0.032746668342272134
skin,resnet50,-0.040432745404942794,-3.052868180227853,-0.1318094195514258,0.05198527033940361,-3.7702231694330766,-2.4144944104807826,0.1537680993440159,0.1865120638247734,-3.0033516506108,-0.2269448092297162,-0.049516529617052996
skin,effb3,-0.10769925246276979,-2.359987364215404,-0.1846277648809239,0.02703949712908365,-2.85840068791294,-1.8996344955760782,0.08627234248630883,0.0648619144204222,-2.340246447996408,-0.172561166883192,-0.019740916218995874
cifar_svhn,resnet18,0.054938107128444075,-7.42418241264651,0.050314113348030896,0.058968751824462734,-7.491198980503883,-7.354347650829724,0.1969172441412626,0.0705496729354085,-7.401706581936604,-0.01561156580696442,-0.02247583070990622
cifar_svhn,resnet50,0.09922445505606439,-7.49763606170023,0.09607356690167371,0.10285636708708554,-7.556050990313045,-7.4470144819992585,0.23355018906707764,0.1220860214128636,-7.454565161891286,-0.0228615663567992,-0.04307089980894396
cifar_svhn,effb3,0.19857432346953327,-6.783074150110015,0.1942398809258194,0.20287913590903092,-6.822846281309582,-6.744077710876177,0.17411840253815555,0.283471841162247,-6.730050224334353,-0.08489751769271373,-0.05302392577566195
camelyon17,resnet18,0.18376319376864536,-5.435292355367545,0.17718684687903566,0.18952066608965495,-5.497427623891271,-5.372975050910998,0.1556938984250321,0.1583987706249668,-5.425917674008728,0.025364423143678566,-0.009374681358816694
camelyon17,resnet50,0.03709517007391355,-5.680965596875731,0.03144205678410005,0.043209981470378474,-5.748632153009449,-5.611501358995722,0.1405142670147504,0.0511847697159776,-5.686861693900712,-0.014089599642064049,0.005896097024981728
camelyon17,effb3,0.10109567707800432,-2.1017418739307807,0.09567526632749242,0.10595677938292236,-2.3531532987617827,-1.8080648527867647,0.08967840310627362,12.170915128954508,26.893144288655165,-12.069819451876503,-28.994886162585946
