backbone,msp_auroc,msp_auroc_recomputed,t_star,mean_logit_norm_id_val,nll_at_1,nll_at_tstar,msp_auroc_tstar,msp_jump_vs_resnet,msp_jump_tstar_vs_resnet
resnet18,0.5743335363500264,0.5743335363500264,1.1562849302547444,7.656188808605487,0.013790126820158783,0.013499005801835065,0.5743241095406738,0.029679532378967144,0.03032092615676285
resnet50,0.5149744715920921,0.5149744715920921,1.0810996567800553,8.037863883346263,0.013795405472402397,0.013714686163319386,0.513682257227148,-0.029679532378967144,-0.030320926156762962
effb3,0.8025890589300444,0.8025890589300444,1.145439394555376,8.84774224941335,0.012019080823290354,0.011797071998598491,0.8029092989385445,0.25793505495898517,0.2589061155546335
densenet121,0.8826714444722252,0.8826714444722252,1.0894966361273266,7.738520568735444,0.010590431194204584,0.010509657777449815,0.8826686589600667,0.338017440501166,0.3386654755761558
convnext_tiny,0.8456347543899265,0.8456347543899265,1.3971324392562785,8.083021261396604,0.01144859697587179,0.010146195512539754,0.8456347901240782,0.3009807504188673,0.3016316067401672
mobilenet_v3_large,0.7705243528524107,0.7705243528524107,1.4008757555167461,15.58011095975215,0.012165100255553911,0.01109256017743072,0.77207555888984,0.2258703488813515,0.22807237550592907
regnet_y_3_2gf,0.7835737659603085,0.7835737659603085,1.1724336706151346,14.541981326438526,0.010740186444179267,0.010523235704207774,0.7905931651624365,0.23891976198924925,0.24658998177852554
efficientnet_v2_s,0.7259852217421827,0.7259852217421827,1.4649994391509458,14.234568302435223,0.00958064745909172,0.00843875804819378,0.7443935748748051,0.1813312177711235,0.2003903914908941
