domain,backbone,seed,train_protocol,fid_score,mahalanobis_auroc,msp_auroc,auroc_delta_maha_minus_msp,logit_gap_mean_gap_vs_id,logit_gap_mean_gap_vs_id_CI_low,logit_gap_mean_gap_vs_id_CI_high,logit_gap_estimator
skin_isic_pad,resnet18,42,full_isic_train,184.43568589147316,0.934750650486794,0.7358076633432089,0.198942987143585,-2.584519909262405,-3.108373059093546,-2.117145751290253,trim_1pct
skin_isic_pad,resnet50,42,full_isic_train,184.43568589147316,0.9665692627515704,0.6975676077869019,0.2690016549646685,-3.052868180227853,-3.770223169433077,-2.4144944104807826,trim_1pct
skin_isic_pad,effb3,42,full_isic_train,184.43568589147316,0.9510207118602796,0.70330925292099,0.2477114589392895,-2.359987364215404,-2.85840068791294,-1.8996344955760784,trim_1pct
camelyon17,resnet18,42,full_train_frac_1.0,68.73357134964454,0.9557756731031954,0.5743335363500264,0.38144213675316907,-0.7248733002527175,-0.7618982893575239,-0.6861709242993521,trim_1pct
camelyon17,resnet50,42,full_train_frac_1.0,68.73357134964454,0.8955319391777833,0.5149744715920921,0.3805574675856912,0.27960503006512916,0.22499374763390345,0.33781032223360213,trim_1pct
camelyon17,effb3,42,full_train_frac_1.0,68.73357134964454,0.8851933435164921,0.8025890589300444,0.08260428458644775,-5.574223898550388,-5.625906576795782,-5.524005443897055,trim_1pct
midog,resnet18,42,trained_on_1a,69.09702581606882,0.7326721578612693,0.4379989361429241,0.29467322171834515,0.6639389020690327,0.4053204147764142,0.9114411784272148,trim_1pct
midog,resnet50,42,frozen_openmibood,69.09702581606882,0.5876932797444583,0.5336022902628725,0.0540909894815857,-0.1477238432550143,-0.2874695020700712,-0.0218069880283626,trim_1pct
midog,effb3,42,trained_on_1a,69.09702581606882,0.6730738854139525,0.4856791066840736,0.18739477872987892,-0.19340116381532546,-0.39810415683373335,0.01606642320738133,trim_1pct
