domain,backbone,cvid_gap_new,logit_gap_new,cvid_gap_CI_low,cvid_gap_CI_high,logit_gap_CI_low,logit_gap_CI_high,silhouette,cvid_gap_old,logit_gap_old,cvid_delta,logit_gap_delta
skin,resnet18,0.0591813091563449,-2.584519909262405,-0.02257191933745255,0.14293499004733343,-3.108373059093546,-2.117145751290253,0.15530284177848838,-0.1204108709925119,-2.584519909262405,0.1795921801488568,0.0
skin,resnet50,0.14388671883993753,-3.052868180227853,0.0752456352159719,0.21554044909563963,-3.7702231694330766,-2.4144944104807826,0.1537680993440159,-0.0404327454049427,-3.052868180227853,0.18431946424488022,0.0
skin,effb3,0.036172581077608235,-2.359987364215404,-0.03373918503815531,0.10137625038441193,-2.85840068791294,-1.8996344955760782,0.08627234248630883,-0.1076992524627697,-2.359987364215404,0.14387183354037794,0.0
cifar_svhn,resnet18,0.06748624086278687,-7.42418241264651,0.06356421676181633,0.07089668144750823,-7.491198980503883,-7.354347650829724,0.1969172441412626,0.054938107128444,-7.42418241264651,0.012548133734342874,0.0
cifar_svhn,resnet50,0.1182590306169364,-7.49763606170023,0.11537276563138221,0.12109381964630993,-7.556050990313045,-7.4470144819992585,0.23355018906707764,0.0992244550560643,-7.49763606170023,0.01903457556087211,0.0
cifar_svhn,effb3,0.2749367140288216,-6.783074150110015,0.27137092085112674,0.2787793709937335,-6.822846281309582,-6.744077710876177,0.17411840253815555,0.1985743234695332,-6.783074150110015,0.0763623905592884,0.0
camelyon17,resnet18,0.15972576699418295,-5.435292355367545,0.15506789777622354,0.1642020099598872,-5.497427623891271,-5.372975050910998,0.1556938984250321,0.1837631937686453,-5.435292355367545,-0.024037426774462356,0.0
camelyon17,resnet50,0.046444751234221204,-5.680965596875731,0.04213108766557125,0.0506338487360544,-5.748632153009449,-5.611501358995722,0.1405142670147504,0.0370951700739135,-5.680965596875731,0.009349581160307707,0.0
camelyon17,effb3,1.7929725290793206,-2.1017418739307807,1.494772174632012,2.120516960232186,-2.3531532987617827,-1.8080648527867647,0.08967840310627362,0.1010956770780043,-2.1017418739307807,1.6918768520013163,0.0
