backbone,corruption_type,severity_level,delta_auroc,delta_auroc_ci_lo,delta_auroc_ci_hi,logit_gap_trim1,logit_gap_ci_lo,logit_gap_ci_hi,mahalanobis_auroc,msp_auroc,seconds
resnet50,elastic_transform,3,0.019145094999999945,0.0135120533750001,0.024876826249999973,-1.4203373148730574,-1.4925007219645297,-1.3461774102964705,0.6740396399999999,0.654894545,45.42032861709595
resnet50,elastic_transform,4,-0.004189754999999962,-0.009410843999999937,0.0007806498749998445,-2.820510415299532,-2.896954853614307,-2.7404887659020987,0.7657964,0.769986155,44.1281373500824
resnet50,elastic_transform,5,-0.00032337000000015603,-0.004636780250000067,0.0039133592499998844,-3.831475749825822,-3.907881354550872,-3.7566445045544508,0.8336212599999999,0.8339446300000001,44.45581817626953
resnet50,pixelate,1,-0.006231444999999947,-0.012269651874999985,9.258650000004871e-05,-0.7591545544205118,-0.8295130320377186,-0.6841426363626303,0.564692855,0.5709242999999999,45.35097408294678
resnet50,pixelate,2,0.019604979999999994,0.014339167500000064,0.025318064875000032,-1.7564087076727493,-1.8273397688935231,-1.6797910046763915,0.678870225,0.659265245,45.568110704422
resnet50,pixelate,3,0.03177104500000005,0.027068986999999996,0.03716405974999989,-2.3862468191350743,-2.46166768384033,-2.308942515046413,0.7407190100000001,0.708947965,44.061132192611694
resnet50,pixelate,4,0.05732318999999997,0.05309271187499998,0.06188206687500007,-3.81437321473404,-3.88664451044278,-3.7354806814951798,0.871429695,0.814106505,45.684839487075806
resnet50,pixelate,5,0.0747263600000001,0.07105403625000008,0.07835796275000012,-5.2579861053712404,-5.326294799226388,-5.186944706909254,0.9671937850000001,0.892467425,43.95914006233215
resnet50,jpeg_compression,1,-0.00013344500000012083,-0.005579107125000085,0.005694796624999995,-2.115805383608121,-2.1886013286654338,-2.0413636036926195,0.6937970499999999,0.693930495,45.537079095840454
resnet50,jpeg_compression,2,0.007049314999999945,0.002206278875000012,0.012095650875000101,-3.060010535255918,-3.1381427320443147,-2.9835629603496905,0.7722473999999999,0.765198085,45.451770544052124
resnet50,jpeg_compression,3,0.01261501499999984,0.007904076375000032,0.017612880125000053,-3.4251262009284478,-3.502337056913305,-3.3482705138447733,0.80123121,0.7886161950000001,43.85115647315979
resnet50,jpeg_compression,4,0.013636199999999987,0.009654688624999902,0.018530404374999816,-3.8324605592160292,-3.9050791083749847,-3.7555225867178392,0.828776995,0.815140795,45.567023038864136
resnet50,jpeg_compression,5,0.02040774000000012,0.016437379749999984,0.024632754624999958,-4.356470842287767,-4.437656137486543,-4.282213858177303,0.8644984050000001,0.844090665,45.423728942871094
effb3,gaussian_noise,1,0.08152118499999994,0.07694039900000003,0.08634980837500011,-1.7632655176608765,-1.8143048294890687,-1.7108552841646214,0.8068305849999999,0.7253094,50.78313589096069
effb3,gaussian_noise,2,0.07002120499999998,0.06641375112499998,0.0736593567500003,-3.5447783811289133,-3.6047989593022858,-3.4842108506007365,0.9277209,0.857699695,49.46116518974304
effb3,gaussian_noise,3,0.05069087999999988,0.04774479962499989,0.053625007000000204,-4.958787617030022,-5.015829311122859,-4.8986324743755025,0.9747945199999999,0.92410364,47.75505709648132
effb3,gaussian_noise,4,0.04030805999999987,0.037856563874999964,0.04282175949999992,-5.591653775055008,-5.648239481549066,-5.536844016545886,0.98631801,0.9460099500000001,49.02097773551941
effb3,gaussian_noise,5,0.03274200000000005,0.030611948749999854,0.03499848275000003,-6.160242935209238,-6.209028868646093,-6.106604265239818,0.9922385100000001,0.95949651,47.559699296951294
effb3,shot_noise,1,0.074249695,0.0689751424999999,0.0794328613749999,-0.932977013448749,-0.9831145967236533,-0.8854453501538397,0.70861763,0.634367935,47.0748348236084
effb3,shot_noise,2,0.08616264500000004,0.08127417324999996,0.0910369700000001,-1.861608836450225,-1.9144009886460884,-1.8083119722995862,0.81811361,0.731950965,49.06244874000549
effb3,shot_noise,3,0.0691317050000001,0.065553576875,0.07280429700000005,-3.7618924574612738,-3.8182082150347942,-3.7004401760531653,0.938149595,0.8690178899999998,49.49828362464905
effb3,shot_noise,4,0.05861411499999991,0.055426296,0.061964618625000134,-4.441172657015642,-4.5019251953135875,-4.382661998140225,0.9623519949999999,0.90373788,49.95380425453186
effb3,shot_noise,5,0.045302829999999905,0.04272882275000013,0.048123836125000034,-5.421752784040417,-5.478547296036845,-5.362612434480772,0.9848381599999998,0.9395353299999999,49.97826886177063
effb3,impulse_noise,1,0.09785398499999998,0.09175672124999996,0.10359087362499987,-0.7291015948030726,-0.7778921878755956,-0.6794862256245661,0.712873615,0.61501963,49.35956859588623
effb3,impulse_noise,2,0.13573324999999992,0.13009876050000002,0.14136438174999996,-1.2777292721886315,-1.3293603458821794,-1.2261453418723074,0.81329875,0.6775655,49.18178844451904
effb3,impulse_noise,3,0.13915336499999986,0.13408640725000004,0.14386184062499993,-1.9082508322728682,-1.9681627113255757,-1.8523450008468827,0.8764520299999999,0.7372986650000001,49.46451759338379
effb3,impulse_noise,4,0.10164628499999984,0.09765719387500002,0.10561899749999994,-3.5348536628221323,-3.5935002521973947,-3.471205269468738,0.9516717549999999,0.8500254700000001,49.82865834236145
effb3,impulse_noise,5,0.05323225499999995,0.05055955312499995,0.05616947224999998,-5.4518238652355,-5.51221027084696,-5.393230328945621,0.98597997,0.9327477150000001,48.58614444732666
effb3,defocus_blur,1,-0.004034984999999991,-0.010626667249999876,0.002574371124999981,-0.00984824628962322,-0.05138945806714403,0.030327981161566556,0.50022428,0.504259265,49.29372596740723
effb3,defocus_blur,2,0.0015680949999999916,-0.004927692000000064,0.008084367499999986,-0.08005654268843543,-0.1199986240605794,-0.04037342590818624,0.5230927,0.521524605,49.330528259277344
effb3,defocus_blur,3,0.022427925000000126,0.016091347875000033,0.029299878874999952,-0.29278231099972096,-0.3363315304311464,-0.2504900344050637,0.58294186,0.5605139349999999,49.53548550605774
effb3,defocus_blur,4,0.05764773000000012,0.05150616387499997,0.0635868447500001,-0.7438881080997497,-0.7910746511462657,-0.6973556347583937,0.6836535250000001,0.626005795,49.22311210632324
effb3,defocus_blur,5,0.09763293500000003,0.09263885462500003,0.10267821849999985,-1.888461208958919,-1.9422132141773683,-1.8345421936951536,0.84832116,0.750688225,49.674034118652344
effb3,glass_blur,1,0.07319373499999982,0.06932016187500009,0.07729431624999995,-3.287792411631547,-3.3436491021455317,-3.231504758812331,0.9313076599999999,0.858113925,47.602603912353516
effb3,glass_blur,2,0.07338800500000009,0.0697502291249999,0.07710698087500002,-3.263444180736732,-3.3207989722838644,-3.2082794027082433,0.9296469150000001,0.85625891,47.35165309906006
effb3,glass_blur,3,0.07417420999999991,0.07010755287499988,0.07821229225000013,-3.0072362134962907,-3.061943190869571,-2.9528812675621845,0.915528155,0.841353945,47.62610387802124
effb3,glass_blur,4,0.05164929499999982,0.04870463662499972,0.05455802075000002,-4.581303146280553,-4.634193782232488,-4.528575213580423,0.97334868,0.9216993850000001,49.62364983558655
effb3,glass_blur,5,0.05177597999999983,0.048778835125000176,0.05493606374999999,-4.347977773282758,-4.400778070462709,-4.290129024720877,0.96540152,0.9136255400000002,47.898197650909424
effb3,motion_blur,1,0.019212540000000056,0.012857772375000038,0.025729366875,-0.26964860749112773,-0.31407570191836415,-0.2276032824925532,0.574596035,0.555383495,48.10312271118164
effb3,motion_blur,2,0.04449829000000005,0.038455698875000034,0.050405906500000056,-0.7070822978785039,-0.754306244823614,-0.6614374866816433,0.6686260150000001,0.624127725,47.663409948349
effb3,motion_blur,3,0.06517718000000006,0.059860806250000016,0.07045248725000008,-1.3251440865313153,-1.3748942268085478,-1.2758185184151087,0.76253883,0.6973616499999999,49.347004413604736
effb3,motion_blur,4,0.06362045999999988,0.05807018624999995,0.06876532875000005,-1.3410950120617766,-1.3929993076893628,-1.2905959250860932,0.7618320599999999,0.6982116,47.886120557785034
effb3,motion_blur,5,0.07352850499999997,0.06884228699999992,0.07842443987499999,-1.9693984740942465,-2.020320326975326,-1.9157297040550676,0.83592885,0.762400345,47.789124965667725
effb3,zoom_blur,1,0.035047215000000076,0.028596362874999927,0.04131394775,-0.39208220326913334,-0.43811330947546245,-0.3494034263522536,0.6091876350000001,0.57414042,47.697861194610596
effb3,zoom_blur,2,0.04478254000000004,0.03819557225000005,0.05098880662499997,-0.4610803815764317,-0.5053741634396245,-0.4179075742682223,0.6316464900000001,0.58686395,49.600388288497925
effb3,zoom_blur,3,0.06516617999999996,0.058739776499999875,0.07118108675000004,-0.7073784170655646,-0.7559467788872469,-0.6641307822868615,0.685947365,0.620781185,49.79278755187988
effb3,zoom_blur,4,0.0780842300000002,0.07196139587499999,0.08351991299999993,-0.9639828122769494,-1.011443387934145,-0.917790754812837,0.7335972050000001,0.6555129749999999,47.68455123901367
effb3,zoom_blur,5,0.09238362499999997,0.08683751200000006,0.09744119837500001,-1.4921219195798567,-1.542668795544684,-1.4436535738178715,0.807531395,0.7151477700000001,47.92108488082886
effb3,snow,1,0.024901709999999966,0.01853698724999992,0.030772890374999907,-0.35965268496381597,-0.40285733273824614,-0.3165573668168846,0.584516365,0.5596146550000001,49.41102409362793
effb3,snow,2,0.04910369999999997,0.04351954674999997,0.05484449375000006,-0.8151236142208393,-0.8623473559153297,-0.7687335248201609,0.67405232,0.6249486200000001,49.65730810165405
effb3,snow,3,0.039739735000000054,0.03391830100000007,0.045492248000000006,-0.881821620253497,-0.9296803436996846,-0.8385889175010494,0.67278921,0.633049475,50.02608036994934
effb3,snow,4,0.03779644000000004,0.032241668500000015,0.04331496187500008,-1.0576207773761421,-1.1117103440163691,-1.0096458360738063,0.696975205,0.6591787649999999,48.29040837287903
effb3,snow,5,0.05340100000000003,0.04801271249999996,0.05877905825000012,-1.1783819673035456,-1.2299887426117506,-1.1273657513842759,0.72391582,0.67051482,49.40376806259155
effb3,frost,1,0.021372489999999966,0.015057857249999921,0.02763464137500001,-0.2437539145696217,-0.2850439842546889,-0.2007552430346266,0.56246047,0.54108798,50.06261873245239
effb3,frost,2,0.037291920000000034,0.031221505374999996,0.042858019374999994,-0.5349535890369399,-0.5805796990187658,-0.48976194472083356,0.620956425,0.583664505,48.81798696517944
effb3,frost,3,0.044588290000000086,0.03899347787499995,0.0499735517499999,-0.9816091043133959,-1.0295209335718731,-0.9346392542052127,0.688419825,0.6438315349999999,50.908798694610596
effb3,frost,4,0.0471879850000001,0.041534768125,0.052709053375000106,-1.0191670527483865,-1.0671431652201893,-0.9690539940618662,0.6939027550000001,0.64671477,50.92874622344971
effb3,frost,5,0.048588839999999967,0.04324497712499988,0.05361259299999991,-1.4996485310505605,-1.5513826643918343,-1.4518669177736636,0.750114955,0.7015261150000001,48.950276136398315
effb3,fog,1,-0.0034479200000000487,-0.009998185874999992,0.0033934822499999727,0.008877768493229965,-0.03102605276279622,0.048400304085753375,0.49748523,0.50093315,50.49225473403931
effb3,fog,2,0.0026059849999999773,-0.0038791850000000376,0.009184643374999975,-0.05788333139847879,-0.09781220017563759,-0.017106890832823584,0.517737315,0.51513133,50.367589235305786
effb3,fog,3,0.014277494999999973,0.00784288912500011,0.020898609625000036,-0.15905509203564527,-0.20101610032194267,-0.11958750401888496,0.54783832,0.533560825,51.21621775627136
effb3,fog,4,0.030788499999999885,0.02474061762499995,0.03692068174999988,-0.3996992151128129,-0.44612362317878346,-0.3580506725585865,0.6019826349999999,0.571194135,51.00230407714844
effb3,fog,5,0.06125492499999996,0.055937107625000065,0.06619380524999988,-1.3080106596608339,-1.362765129135451,-1.2574309664403707,0.742052865,0.68079794,51.132482051849365
effb3,brightness,1,0.0012398049999999827,-0.005585306375000037,0.007876347500000004,-0.01979360145378095,-0.06056255056140394,0.018844871134977115,0.5039359,0.502696095,49.22332286834717
effb3,brightness,2,0.004132704999999959,-0.00279924924999996,0.010696991249999932,-0.05640738160781744,-0.09733931854113145,-0.01764632361071569,0.512938425,0.50880572,48.734286069869995
effb3,brightness,3,0.00950238999999986,0.0029205763749998977,0.01584554962499994,-0.1084259635882141,-0.14953122468550953,-0.06902022109670648,0.52846805,0.5189656600000001,50.56717538833618
effb3,brightness,4,0.016795384999999885,0.010249060000000074,0.02296686500000008,-0.18796209235067352,-0.23067139174556045,-0.14822950539692506,0.5486664399999999,0.531871055,50.77421855926514
effb3,brightness,5,0.03624407499999993,0.03006203662500001,0.042464124749999936,-0.418703537944932,-0.4643143691357821,-0.3768014735563688,0.603581755,0.5673376800000001,51.8984739780426
effb3,contrast,1,-0.005434775000000003,-0.012050034999999938,0.00123606787500004,-0.010041340105546581,-0.050028146638827,0.028511953458676086,0.49931815,0.504752925,51.369056224823
effb3,contrast,2,0.0009251300000000517,-0.0055262131249999985,0.007410963874999953,-0.1305477859743256,-0.17211429523110072,-0.0907142342120182,0.5307407550000001,0.529815625,51.06148910522461
effb3,contrast,3,0.009543619999999975,0.0031306794999999693,0.016033433374999996,-0.2504252298167824,-0.29232310312971455,-0.2093362237310208,0.559710305,0.550166685,50.6963529586792
effb3,contrast,4,0.021973669999999945,0.015864644749999948,0.02819595962499996,-0.4891056209936444,-0.5330560426917229,-0.4472481547991421,0.606875085,0.584901415,51.32928276062012
effb3,contrast,5,0.061420644999999885,0.05666992662499987,0.06650894962499998,-1.856659717981378,-1.9129777324125474,-1.8050027322294673,0.786865315,0.7254446700000001,51.03122067451477
effb3,elastic_transform,1,0.009668864999999971,0.003478036249999983,0.01566970900000009,-0.3880762469753609,-0.43111947910923465,-0.3440833458127087,0.5851524849999999,0.57548362,51.12191152572632
effb3,elastic_transform,2,0.005454239999999944,-0.0008939520000001143,0.011662064999999978,-0.4404626947945811,-0.48337739740496943,-0.3969668637542887,0.5893200199999999,0.58386578,51.09688448905945
effb3,elastic_transform,3,0.015788570000000002,0.009612240249999873,0.02176132524999993,-0.6808881544433412,-0.728537915079311,-0.6342581630385915,0.635730965,0.619942395,52.3374285697937
effb3,elastic_transform,4,0.022056925000000005,0.017055214625000086,0.027440907624999913,-1.4896434632340814,-1.5389150242573746,-1.4388917776663004,0.743636875,0.72157995,51.06930065155029
effb3,elastic_transform,5,0.03766836000000007,0.03357681762500009,0.042384471749999965,-2.4566576500959485,-2.508904882672861,-2.4050536483608114,0.8451037100000001,0.80743535,53.21763277053833
effb3,pixelate,1,0.008989760000000069,0.002978233999999999,0.015429599624999915,-0.511691224060483,-0.555021362480348,-0.4699518934717723,0.592488915,0.5834991549999999,51.688892126083374
effb3,pixelate,2,0.03847170500000008,0.03241150712500002,0.044043273374999935,-1.1173920137562554,-1.1635449519145444,-1.071678061847947,0.701682715,0.6632110099999999,51.75265312194824
effb3,pixelate,3,0.049018975000000076,0.04352383199999995,0.054603659,-1.4390073345081138,-1.4877690591893091,-1.390117306984356,0.7452701500000001,0.696251175,49.88332176208496
effb3,pixelate,4,0.06932807000000007,0.06535494962499984,0.07323759699999988,-3.0350440124721247,-3.0895517847684153,-2.9764937038678045,0.9041876050000001,0.834859535,49.45521020889282
effb3,pixelate,5,0.043104754999999995,0.040553541999999894,0.04556322150000005,-5.670111525928317,-5.721639475855364,-5.612540718754999,0.9913935349999999,0.9482887799999999,49.61130142211914
effb3,jpeg_compression,1,0.02024529499999983,0.014252825750000054,0.02576751962500002,-1.1116619569501225,-1.163691227555209,-1.0618484932824377,0.6804349249999999,0.6601896300000001,50.25813961029053
effb3,jpeg_compression,2,0.030584049999999863,0.025137003499999856,0.03592671462500001,-1.6739766781603063,-1.7232830593532584,-1.6196638743959795,0.75208521,0.7215011600000001,47.68648290634155
effb3,jpeg_compression,3,0.03307228999999989,0.02813578062500006,0.038183370625000115,-1.9057352953635558,-1.9607426546459947,-1.8490018594406132,0.777811525,0.744739235,49.84291744232178
effb3,jpeg_compression,4,0.036421075000000136,0.03168558437500006,0.04138993762500006,-2.1610657907181547,-2.2136699352560174,-2.102990769276569,0.8033795850000001,0.7669585099999999,50.313239097595215
effb3,jpeg_compression,5,0.040866599999999975,0.03629464412499987,0.045395707874999885,-2.5146625419835704,-2.57302982072019,-2.457385687749673,0.83833716,0.79747056,49.300254106521606
