backbone,n_id,n_ood,id_mean,ood_mean,id_median,ood_median,id_p01,id_p99,ood_p01,ood_p99,id_max,ood_max,ood_frac_beyond_3iqr,id_frac_beyond_3iqr,gap_raw_mean,gap_median,id_trim_00,ood_trim_00,gap_trim_00,id_trim_01,ood_trim_01,gap_trim_01,id_trim_05,ood_trim_05,gap_trim_05,id_trim_10,ood_trim_10,gap_trim_10
resnet18,251,5902,5.118487743408729,5.773131773455722,4.9210548363626,5.61179662309587,1.0316010476090014,11.07560247182846,1.9433133664727211,10.290546577572817,12.399442911148071,12.713240265846252,0.0,0.0,0.6546440300469927,0.6907417867332697,5.118487743408729,5.773131773455722,0.6546440300469927,5.099379335420992,5.763318237490025,0.6639389020690327,5.049728357783131,5.739353012072701,0.6896246542895703,5.016033225915503,5.713722340543122,0.697689114627619
resnet50,251,5902,4.193877237290515,4.037456997570742,4.469066739082336,4.351513281464577,1.6522494852542877,6.3659897446632385,1.0609752133488655,6.2678802269697185,7.1312960386276245,7.386608362197876,0.0,0.0,-0.1564202397197727,-0.1175534576177597,4.193877237290515,4.037456997570742,-0.1564202397197727,4.193595253664488,4.0458714104094735,-0.1477238432550143,4.213369990114352,4.081339067800521,-0.13203092231383184,4.251692015086927,4.135751332942028,-0.11594068214489894
effb3,251,5902,3.309770086668877,3.1272858083166084,2.762453407049179,2.9863763451576233,0.691424448043108,7.454187124967575,0.46676126930862666,6.641237531304358,8.058991312980652,91.82566863298416,0.00016943409013893597,0.0,-0.18248427835226844,0.2239229381084442,3.309770086668877,3.1272858083166084,-0.18248427835226844,3.2939038902883104,3.100502726472985,-0.19340116381532546,3.232832261894538,3.0734847714335176,-0.1593474904610206,3.1593763618521504,3.051117434879163,-0.10825892697298745
