split,n_samples,logit_norm_mean,logit_norm_std,logit_norm_median,cvid_logit_norm,logit_gap_mean,logit_gap_std,feature_silhouette_cosine,silhouette_n_id,silhouette_n_ood,silhouette_perm_p_value,silhouette_perm_null_mean,silhouette_perm_null_std,cvid_gap_vs_id,logit_norm_mean_gap_vs_id,logit_gap_mean_gap_vs_id,cvid_gap_vs_id_CI_low,cvid_gap_vs_id_CI_high,logit_gap_mean_gap_vs_id_CI_low,logit_gap_mean_gap_vs_id_CI_high
ID,251,5.935870571658103,1.797894077880926,5.944361577299125,0.2874261021774373,6.287073248620277,2.2848959208306687,0.14867095185163412,251,2500,0.000999000999000999,-0.00026845912856657896,0.005886057058524019,0.0,0.0,0.0,,,,
OOD,5902,5.099968022878278,1.556101369423303,5.078073342355138,0.2839559479882814,5.47814724107978,1.8391152140035996,0.14867095185163412,251,2500,0.000999000999000999,-0.00026845912856657896,0.005886057058524019,-0.0034701541891559162,-0.8359025487798242,-0.8089260075404967,-0.03539870769661364,0.023458393759292484,-1.0934025035738606,-0.5155707486367165
