backbone,arch,seed,train_frac,ood_split,mahalanobis_auroc,msp_auroc,auroc_delta_maha_minus_msp,cvid_gap_vs_id,cvid_gap_vs_id_CI_low,cvid_gap_vs_id_CI_high,logit_gap_mean_gap_vs_id,logit_gap_mean_gap_vs_id_CI_low,logit_gap_mean_gap_vs_id_CI_high,feature_silhouette_cosine,silhouette_perm_p_value,n_id,n_ood,logit_gap_estimator,cvid_status,input_size
mobilenet_v3_large,mobilenet_v3_large,42,1.0,test,0.9934295398060652,0.737444684584172,0.2559848552218933,0.4305879113205572,0.4258021735853518,0.4353389983806383,-4.344639604032894,-4.40946297457013,-4.279397921213218,0.2749452634361309,0.0009990009990009,33560,85054,trim_1pct,appendix,224
efficientnet_v2_s_224,efficientnet_v2_s,42,1.0,test,0.830111095655896,0.8725039684527138,-0.0423928727968178,0.2396449420978074,0.235716826887854,0.2434224338807278,-4.393066153931951,-4.42826301285138,-4.359303383549773,0.2346896122666629,0.0009990009990009,33560,85054,trim_1pct,appendix,224
regnet_y_3_2gf,regnet_y_3_2gf,42,1.0,test,0.8553482479811676,0.8052791628303836,0.050069085150784,0.2610756918889464,0.2572030526874172,0.2647032193088228,-4.004946679481771,-4.0450899981068895,-3.966310360648591,0.174094800832321,0.0009990009990009,33560,85054,trim_1pct,appendix,224
convnext_tiny,convnext_tiny,42,1.0,test,0.9778316722744994,0.8197879777869786,0.15804369448752076,0.21589772136039367,0.21171385059585526,0.22001543189314754,-2.6219153236699153,-2.6473442195599866,-2.5940857535211714,0.10342993938088357,0.000999000999000999,33560,85054,trim_1pct,appendix,224
